target_id	length	eff_length	est_counts	tpm
HER2-CAR-GFP	2172	2039.47	6713	592.943
NM_001103170	4049	3916.47	0	0
NM_001103169	3832	3699.47	5	0.243469
NM_001013630	1575	1442.47	1	0.124884
NM_000350	7325	7192.47	4	0.100183
NM_012089	3857	3724.47	129	6.23934
NM_002858	3616	3483.47	51.7857	2.678
NM_001122674	967	834.466	5.87615	1.26852
NM_005158	11940	11807.5	0	0
NM_001136001	2140	2007.47	0	0
NM_001168237	11918	11785.5	0	0
NM_007314	12227	12094.5	0	0
NM_001136000	11631	11498.5	0.242239	0.00379505
NM_001168236	12164	12031.5	0	0
NM_001168238	11855	11722.5	4.46203e-07	6.85687e-09
NM_001168239	11568	11435.5	75.4493	1.18854
NM_000016	2603	2470.47	150.147	10.9484
NM_001127328	2615	2482.47	11.8527	0.860095
NM_030649	3759	3626.47	69	3.42751
NM_022735	3565	3432.47	84	4.40845
NM_032360	1616	1483.47	132	16.0291
NM_147161	3181	3048.47	34.7941	2.05607
NM_015547	2015	1882.47	5.42916	0.519539
NM_181865	1430	1297.47	0.000680777	9.45195e-05
NM_181866	1414	1281.47	291.342	40.9551
NM_181864	1625	1492.47	0	0
NM_007274	1805	1672.47	102.658	11.0573
NM_016361	1808	1675.47	22	2.36537
NM_001100	1492	1359.47	18.0025	2.38548
NR_024438	1983	1850.47	0	0
NM_030812	1861	1728.47	0	0
NM_001103	4528	4395.47	0	0
NM_080431	1422	1289.47	0	0
NM_207191	2764	2631.47	0	0
NM_001261464	2864	2731.47	0	0
NM_207197	2981	2848.47	0	0
NM_001261465	2836	2703.47	32.3216	2.1537
NM_207195	2906	2773.47	0	0
NR_048579	3048	2915.47	0	0
NM_207194	2909	2776.47	0.00670111	0.000434778
NM_207196	2978	2845.47	26.2021	1.6588
NR_048578	3123	2990.47	0	0
NM_001261466	2226	2093.47	6.30716	0.542726
NM_003815	2834	2701.47	58.3197	3.88891
NR_048577	3120	2987.47	23.8428	1.4377
NM_021794	2992	2859.47	1	0.0629982
NM_005099	4332	4199.47	46.8355	2.00907
NM_025008	2893	2760.47	5.88955	0.384337
NM_019032	4201	4068.47	3.11045	0.137723
NM_001025107	6540	6407.47	119.616	3.3629
NM_015840	6593	6460.47	0	0
NM_001193495	6709	6576.47	643.4	17.6239
NM_015841	6536	6403.47	0	0
NM_001111	6671	6538.47	0	0
NM_052998	2182	2049.47	5	0.439483
NM_020247	2924	2791.47	204	13.1647
NM_018417	5421	5288.47	0	0
NM_001167749	4966	4833.47	1	0.0372696
NR_046083	2128	1995.47	0	0
NM_015999	2175	2042.47	410	36.1611
NM_000674	2919	2786.47	0	0
NM_001048230	2764	2631.47	0	0
NM_000677	2245	2112.47	0	0
NM_020683	2150	2017.47	0	0
NM_001081976	1163	1030.47	0	0
NM_017825	1691	1558.47	227	26.2386
NM_001126	2782	2649.47	272	18.4937
NM_032785	2988	2855.47	0	0
NM_000646	7182	7049.47	22.6381	0.578492
NM_000028	7449	7316.47	16.4453	0.404904
NM_000643	7169	7036.47	0	0
NM_000644	7109	6976.47	0	0
NM_000642	7371	7238.47	8.91661	0.221904
NM_000645	7182	7049.47	0	0
NM_024758	3154	3021.47	155.964	9.29862
NM_012199	7478	7345.47	277	6.79318
NM_024852	3645	3512.47	57	2.92331
NM_177422	3387	3254.47	0	0
NM_017629	7060	6927.47	80.3194	2.08862
NM_198576	7326	7193.47	62	1.55262
NM_000029	2581	2448.47	0	0
NM_020350	1183	1050.47	78.6956	13.4953
NM_001040195	1127	994.466	6.55863	1.18805
NM_001040197	1280	1147.47	16.7458	2.62893
NM_001040194	1162	1029.47	0	0
NM_001040196	1259	1126.47	0	0
NM_015446	8631	8498.47	103	2.18328
NM_001242673	4314	4181.47	0	0
NM_001242676	4028	3895.47	10.7742	0.498241
NM_001242675	4039	3906.47	0.565779	0.0260901
NM_006621	3943	3810.47	0	0
NM_001242674	3685	3552.47	167.66	8.50183
NM_001029882	6496	6363.47	213	6.02974
NM_022831	3006	2873.47	86	5.39145
NM_001039775	5245	5112.47	8	0.281885
NM_004833	1484	1351.47	18	2.39928
NM_001042478	2070	1937.47	2	0.185955
NM_018836	2923	2790.47	0	0
NM_001625	2759	2626.47	53.8417	3.69283
NR_037592	2877	2744.47	0.240689	0.0157983
NM_013411	3671	3538.47	586.532	29.86
NM_001199199	3647	3514.47	0	0
NR_037591	3789	3656.47	15.3395	0.755722
NM_013410	6881	6748.47	1.56414e-07	4.17526e-09
NM_001005353	6998	6865.47	30	0.787162
NM_203464	6887	6754.47	6.17949e-08	1.64806e-09
NM_012093	3936	3803.47	0	0
NM_174858	3325	3192.47	3	0.169281
NM_024595	2726	2593.47	244.256	16.9659
NM_001136275	2591	2458.47	0	0
NM_152763	3063	2930.47	0	0
NR_049760	2912	2779.47	1	0.0648114
NM_006066	1580	1447.47	24.1375	3.00398
NM_153326	1452	1319.47	87.7563	11.981
NM_001202414	1491	1358.47	54.8551	7.27413
NM_001202413	1363	1230.47	226.251	33.1233
NM_003689	2619	2486.47	776.134	56.2299
NR_002796	1324	1191.47	0	0
NM_012067	1241	1108.47	1.01155	0.16439
NR_040289	2117	1984.47	6.16996	0.560082
NR_040288	2314	2181.47	0	0
NM_005465	7082	6949.47	67.7086	1.75511
NM_181690	1734	1601.47	0	0
NM_001206729	1575	1442.47	4.84611	0.605202
NM_170726	2370	2237.47	0	0
NM_001161504	3243	3110.47	0	0
NM_003748	3383	3250.47	24	1.33008
NM_000696	2500	2367.47	207	15.7507
NM_144988	1057	924.466	22	4.28691
NM_013339	3371	3238.47	65	3.61565
NM_001127501	2431	2298.47	0	0
NM_000478	2596	2463.47	0	0
NM_001177520	2315	2182.47	0	0
NM_006492	1478	1345.47	4	0.53555
NM_020703	2471	2338.47	3	0.231102
NM_001172626	2394	2261.47	0	0
NM_000036	2406	2273.47	0	0
NM_001257361	3392	3259.47	57.5152	3.1787
NM_139156	3756	3623.47	83.2227	4.13743
NM_203404	3394	3261.47	23.546	1.30052
NM_004037	3976	3843.47	0	0
NM_001257360	4109	3976.47	37.7161	1.70861
NM_004038	1862	1729.47	0	0
NM_001008221_2	1781	1648.47	0	0
NM_004038_2	1862	1729.47	0	0
NM_004038_1	1862	1729.47	0	0
NM_001008221	1781	1648.47	0	0
NM_001008221_1	1781	1648.47	0	0
NM_001008218	1838	1705.47	0	0
NM_001008218_1	1838	1705.47	0	0
NM_001008218_2	1838	1705.47	0	0
NM_001008219	1860	1727.47	0	0
NM_001008219_2	1860	1727.47	0	0
NM_001008219_1	1860	1727.47	0	0
NM_000699	1632	1499.47	0	0
NM_020978	2179	2046.47	12	1.05631
NM_144567	4649	4516.47	97.1426	3.87457
NM_004673	3546	3413.47	0	0
NM_014495	2126	1993.47	3	0.271097
NM_021146	2238	2105.47	1	0.0855588
NM_030816	5667	5534.47	97	3.15725
NR_046228	1744	1611.47	4	0.447148
NM_001039888	3612	3479.47	6	0.310636
NM_144698	3363	3230.47	22	1.22679
NR_026844	1850	1717.47	50.9414	5.34313
NM_198493	2671	2538.47	10.0102	0.710372
NM_001145210	2192	2059.47	3.67762	0.321681
NM_001243536	1632	1499.47	4.3702	0.525021
NM_001243535	1651	1518.47	8.4328e-06	1.00041e-06
NM_001136479	3129	2996.47	48.5455	2.91845
NM_030920	3453	3320.47	2225.45	120.735
NM_001136478	3330	3197.47	0	0
NM_003568	1824	1691.47	4	0.426
NM_006594	2790	2657.47	28.2901	1.91769
NM_001253852	2722	2589.47	174.998	12.174
NM_001253853	2662	2529.47	24.9568	1.77735
NR_037864	1734	1601.47	10.2151	1.14904
NM_001639	931	798.466	0	0
NM_016022	2266	2133.47	148.42	12.532
NM_001243771	2095	1962.47	0.00121541	0.000111567
NR_045035	2192	2059.47	0	0
NR_045033	2130	1997.47	4.55224e-06	4.10543e-07
NM_001243772	1718	1585.47	0	0
NM_001077628	1928	1795.47	28.5751	2.86697
NR_045034	2021	1888.47	0.00388303	0.000370403
NR_036462	1431	1298.47	16.614	2.30493
NM_199294	1243	1110.47	91.922	14.9117
NR_037187	1349	1216.47	0	0
NM_199006	1252	1119.47	0	0
NM_001243768	1383	1250.47	5.23263	0.753809
NM_198544	1319	1186.47	0	0
NM_001270517	1496	1363.47	3.94806	0.521618
NM_144772	1121	988.466	324	59.0468
NM_001643	473	341.414	0	0
NM_203454	2778	2645.47	0	0
NM_080429	1791	1658.47	2	0.217238
NM_001658	1888	1755.47	2509.87	257.556
NM_001024227	2007	1874.47	5.33646e-05	5.12848e-06
NM_001024228	1985	1852.47	12.1704	1.1835
NM_001024226	1973	1840.47	13.9576	1.36614
NM_004815	9117	8984.47	10	0.200503
NM_001025598	4425	4292.47	1927.02	80.871
NM_181720	3792	3659.47	15.9769	0.786481
NM_001011722	4261	4128.47	3	0.130902
NM_018125	4494	4361.47	0	0
NM_014784	6769	6636.47	9.26154	0.251396
NM_198236	6889	6756.47	6.81929e-08	1.81816e-09
NM_014448	2904	2771.47	2	0.129997
