target_id	length	eff_length	est_counts	tpm
HER2-CAR-GFP	2172	2049.04	3384	161.271
NM_001103170	4049	3926.04	1	0.0248726
NM_001103169	3832	3709.04	0	0
NM_001013630	1575	1452.04	0	0
NM_000350	7325	7202.04	2	0.0271176
NM_012089	3857	3734.04	160	4.18425
NM_002858	3616	3493.04	88.1767	2.46505
NM_001122674	967	844.038	12.192	1.41056
NM_005158	11940	11817	0	0
NM_001136001	2140	2017.04	0	0
NM_001168237	11918	11795	0.106803	0.000884221
NM_007314	12227	12104	0	0
NM_001136000	11631	11508	0.110401	0.000936806
NM_001168236	12164	12041	0	0
NM_001168238	11855	11732	40.7676	0.339326
NM_001168239	11568	11445	48.8955	0.417184
NM_000016	2603	2480.04	252.368	9.93693
NM_001127328	2615	2492.04	18.6318	0.73009
NM_030649	3759	3636.04	188	5.049
NM_022735	3565	3442.04	114	3.23419
NM_032360	1616	1493.04	436	28.5162
NM_147161	3181	3058.04	12.5923	0.402103
NM_015547	2015	1892.04	6.69837	0.345713
NM_181865	1430	1307.04	1.93396e-05	1.44489e-06
NM_181866	1414	1291.04	878.165	66.4222
NM_181864	1625	1502.04	14.1388	0.919196
NM_007274	1805	1682.04	344.601	20.0058
NM_016361	1808	1685.04	57	3.30325
NM_001100	1492	1369.04	73.8601	5.2683
NR_024438	1983	1860.04	5.04709	0.264969
NM_030812	1861	1738.04	0	0
NM_001103	4528	4405.04	1	0.022168
NM_080431	1422	1299.04	1	0.0751717
NM_207191	2764	2641.04	0	0
NM_001261464	2864	2741.04	0	0
NM_207197	2981	2858.04	0	0
NM_001261465	2836	2713.04	0	0
NM_207195	2906	2783.04	0	0
NR_048579	3048	2925.04	13.3325	0.445097
NM_207194	2909	2786.04	56.2519	1.97163
NM_207196	2978	2855.04	0	0
NR_048578	3123	3000.04	12.7994	0.41662
NM_001261466	2226	2103.04	3.97181	0.184424
NM_003815	2834	2711.04	15.5511	0.560145
NR_048577	3120	2997.04	114.093	3.71744
NM_021794	2992	2869.04	1	0.0340361
NM_005099	4332	4209.04	73.3068	1.70074
NM_025008	2893	2770.04	6.76447	0.238465
NM_019032	4201	4078.04	6.23553	0.149313
NM_001025107	6540	6417.04	676.061	10.2879
NM_015840	6593	6470.04	37.9065	0.572114
NM_001193495	6709	6586.04	785.13	11.6411
NM_015841	6536	6413.04	155.436	2.36682
NM_001111	6671	6548.04	0.00474473	7.07582e-05
NM_052998	2182	2059.04	2	0.094851
NM_020247	2924	2801.04	178	6.2055
NM_018417	5421	5298.04	0	0
NM_001167749	4966	4843.04	7	0.141142
NR_046083	2128	2005.04	23.7865	1.15847
NM_015999	2175	2052.04	750.213	35.7006
NM_000674	2919	2796.04	0	0
NM_001048230	2764	2641.04	1	0.0369744
NM_000677	2245	2122.04	0	0
NM_020683	2150	2027.04	0	0
NM_001081976	1163	1040.04	1	0.0938916
NM_017825	1691	1568.04	558	34.7499
NM_001126	2782	2659.04	489	17.9581
NM_032785	2988	2865.04	1.24428	0.0424097
NM_000646	7182	7059.04	19.6153	0.271347
NM_000028	7449	7326.04	0	0
NM_000643	7169	7046.04	0	0
NM_000644	7109	6986.04	0	0
NM_000642	7371	7248.04	62.8463	0.846712
NM_000645	7182	7059.04	6.53842	0.0904489
NM_024758	3154	3031.04	185.436	5.97418
NM_012199	7478	7355.04	552	7.32876
NM_024852	3645	3522.04	60.5354	1.67838
NM_177422	3387	3264.04	4.46465	0.13357
NM_017629	7060	6937.04	107.249	1.50972
NM_198576	7326	7203.04	42	0.56939
NM_000029	2581	2458.04	2	0.0794543
NM_020350	1183	1060.04	588.991	54.2579
NM_001040195	1127	1004.04	102.226	9.94227
NM_001040197	1280	1157.04	23.5712	1.98935
NM_001040194	1162	1039.04	88.4572	8.31339
NM_001040196	1259	1136.04	19.7549	1.69808
NM_015446	8631	8508.04	121.09	1.38981
NM_001242673	4314	4191.04	33.8898	0.78963
NM_001242676	4028	3905.04	0	0
NM_001242675	4039	3916.04	0	0
NM_006621	3943	3820.04	43.1419	1.10283
NM_001242674	3685	3562.04	188.968	5.18044
NM_001029882	6496	6373.04	291	4.45885
NM_022831	3006	2883.04	123	4.16611
NM_001039775	5245	5122.04	9	0.171584
NM_004833	1484	1361.04	6	0.430484
NM_001042478	2070	1947.04	2	0.100307
NM_018836	2923	2800.04	0	0
NM_001625	2759	2636.04	119.205	4.4159
NR_037592	2877	2754.04	0.310746	0.0110182
NM_013411	3671	3548.04	1359.47	37.4159
NM_001199199	3647	3524.04	0	0
NR_037591	3789	3666.04	21.0189	0.559873
NM_013410	6881	6758.04	51	0.736929
NM_001005353	6998	6875.04	0	0
NM_203464	6887	6764.04	0	0
NM_012093	3936	3813.04	0	0
NM_174858	3325	3202.04	1	0.0304965
NM_024595	2726	2603.04	248.858	9.33572
NM_001136275	2591	2468.04	0	0
NM_152763	3063	2940.04	0	0
NR_049760	2912	2789.04	0	0
NM_006066	1580	1457.04	180.683	12.1094
NM_153326	1452	1329.04	0.872084	0.0640763
NM_001202414	1491	1368.04	20.0573	1.43169
NM_001202413	1363	1240.04	493.387	38.8534
NM_003689	2619	2496.04	855.2	33.4574
NR_002796	1324	1201.04	2	0.162611
NM_012067	1241	1118.04	5.5988	0.489007
NR_040289	2117	1994.04	14.8931	0.729336
NR_040288	2314	2191.04	0	0
NM_005465	7082	6959.04	54.9241	0.770708
NM_181690	1734	1611.04	2.93864	0.178122
NM_001206729	1575	1452.04	0	0
NM_170726	2370	2247.04	0	0
NM_001161504	3243	3120.04	33.714	1.05518
NM_003748	3383	3260.04	23.286	0.697506
NM_000696	2500	2377.04	376	15.4464
NM_144988	1057	934.038	19	1.98639
NM_013339	3371	3248.04	117	3.51755
NM_001127501	2431	2308.04	0	0
NM_000478	2596	2473.04	0	0
NM_001177520	2315	2192.04	1	0.044548
NM_006492	1478	1355.04	5	0.360325
NM_020703	2471	2348.04	2	0.0831766
NM_001172626	2394	2271.04	0.997128	0.0428748
NM_000036	2406	2283.04	0.00287243	0.000122861
NM_001257361	3392	3269.04	70.5253	2.10669
NM_139156	3756	3633.04	171.62	4.61289
NM_203404	3394	3271.04	105.089	3.13723
NM_004037	3976	3853.04	0	0
NM_001257360	4109	3986.04	39.7662	0.974202
NM_004038	1862	1739.04	0	0
NM_001008221_2	1781	1658.04	0	0
NM_004038_2	1862	1739.04	0	0
NM_004038_1	1862	1739.04	0	0
NM_001008221	1781	1658.04	0	0
NM_001008221_1	1781	1658.04	0	0
NM_001008218	1838	1715.04	0	0
NM_001008218_1	1838	1715.04	0	0
NM_001008218_2	1838	1715.04	0	0
NM_001008219	1860	1737.04	0	0
NM_001008219_2	1860	1737.04	0	0
NM_001008219_1	1860	1737.04	0	0
NM_000699	1632	1509.04	1	0.0647107
NM_020978	2179	2056.04	7	0.332463
NM_144567	4649	4526.04	69.2027	1.49307
NM_004673	3546	3423.04	0	0
NM_014495	2126	2003.04	1	0.0487514
NM_021146	2238	2115.04	4	0.184679
NM_030816	5667	5544.04	155	2.73012
