target_id	length	eff_length	est_counts	tpm
HER2-CAR-GFP	2172	2044.31	3804	309.457
NM_001103170	4049	3921.31	3	0.127232
NM_001103169	3832	3704.31	0	0
NM_001013630	1575	1447.31	0	0
NM_000350	7325	7197.31	5	0.115533
NM_012089	3857	3729.31	148	6.59994
NM_002858	3616	3488.31	66.1751	3.15491
NM_001122674	967	839.308	9.72397	1.92677
NM_005158	11940	11812.3	0	0
NM_001136001	2140	2012.31	0	0
NM_001168237	11918	11790.3	0	0
NM_007314	12227	12099.3	0	0
NM_001136000	11631	11503.3	0.357153	0.00516343
NM_001168236	12164	12036.3	0	0
NM_001168238	11855	11727.3	0	0
NM_001168239	11568	11440.3	86.1986	1.25305
NM_000016	2603	2475.31	207.919	13.9692
NM_001127328	2615	2487.31	9.08065	0.607147
NM_030649	3759	3631.31	68	3.11424
NM_022735	3565	3437.31	78	3.77383
NM_032360	1616	1488.31	156	17.4317
NM_147161	3181	3053.31	0	0
NM_015547	2015	1887.31	10	0.881179
NM_181865	1430	1302.31	0	0
NM_181866	1414	1286.31	140.348	18.1455
NM_181864	1625	1497.31	12.5563	1.39462
NM_007274	1805	1677.31	48.0954	4.76867
NM_016361	1808	1680.31	48	4.75072
NM_001100	1492	1364.31	20.005	2.43856
NR_024438	1983	1855.31	2.02538	0.18155
NM_030812	1861	1733.31	1	0.0959469
NM_001103	4528	4400.31	3	0.113382
NM_080431	1422	1294.31	0	0
NM_207191	2764	2636.31	14.7907	0.933035
NM_001261464	2864	2736.31	0	0
NM_207197	2981	2853.31	0	0
NM_001261465	2836	2708.31	0.00400646	0.00024602
NM_207195	2906	2778.31	0	0
NR_048579	3048	2920.31	0	0
NM_207194	2909	2781.31	1.22904e-06	7.34892e-08
NM_207196	2978	2850.31	1.3845e-05	8.07808e-07
NR_048578	3123	2995.31	0	0
NM_001261466	2226	2098.31	2.36741	0.187634
NM_003815	2834	2706.31	0	0
NR_048577	3120	2992.31	58.8379	3.27008
NM_021794	2992	2864.31	1	0.0580613
NM_005099	4332	4204.31	63.6948	2.51951
NM_025008	2893	2765.31	7.80296	0.46927
NM_019032	4201	4073.31	20.197	0.824607
NM_001025107	6540	6412.31	190.826	4.94913
NM_015840	6593	6465.31	165.814	4.26519
NM_001193495	6709	6581.31	512.308	12.9457
NM_015841	6536	6408.31	0	0
NM_001111	6671	6543.31	63.4391	1.61238
NM_052998	2182	2054.31	8	0.647636
NM_020247	2924	2796.31	339	20.1614
NM_018417	5421	5293.31	0	0
NM_001167749	4966	4838.31	1	0.0343727
NR_046083	2128	2000.31	20.7761	1.72733
NM_015999	2175	2047.31	357.224	29.0178
NM_000674	2919	2791.31	0	0
NM_001048230	2764	2636.31	2	0.126165
NM_000677	2245	2117.31	1	0.0785458
NM_020683	2150	2022.31	0	0
NM_001081976	1163	1035.31	2	0.321268
NM_017825	1691	1563.31	211	22.4463
NM_001126	2782	2654.31	246	15.4131
NM_032785	2988	2860.31	3.02596	0.175937
NM_000646	7182	7054.31	32.0487	0.755548
NM_000028	7449	7321.31	7.89498	0.179337
NM_000643	7169	7041.31	0	0
NM_000644	7109	6981.31	0	0
NM_000642	7371	7243.31	17.0564	0.391612
NM_000645	7182	7054.31	0	0
NM_024758	3154	3026.31	108.307	5.95184
NM_012199	7478	7350.31	385	8.71088
NM_024852	3645	3517.31	86.4176	4.086
NM_177422	3387	3259.31	8.58241	0.437916
NM_017629	7060	6932.31	175.427	4.20848
NM_198576	7326	7198.31	29	0.669999
NM_000029	2581	2453.31	13	0.881248
NM_020350	1183	1055.31	266.599	42.0132
NM_001040195	1127	999.308	22.3339	3.71682
NM_001040197	1280	1152.31	43.5304	6.28248
NM_001040194	1162	1034.31	4.87165	0.783309
NM_001040196	1259	1131.31	41.6654	6.12493
NM_015446	8631	8503.31	85.6319	1.67477
