target_id	length	eff_length	est_counts	tpm
HER2-CAR-GFP	2172	2047.69	3099	157.24
NM_001103170	4049	3924.69	0	0
NM_001103169	3832	3707.69	0	0
NM_001013630	1575	1450.69	1	0.0716197
NM_000350	7325	7200.69	1	0.0144289
NM_012089	3857	3732.69	146	4.06385
NM_002858	3616	3491.69	61.0106	1.81542
NM_001122674	967	842.689	19.5922	2.41558
NM_005158	11940	11815.7	0	0
NM_001136001	2140	2015.69	0	0
NM_001168237	11918	11793.7	0	0
NM_007314	12227	12102.7	0	0
NM_001136000	11631	11506.7	0.162068	0.00146337
NM_001168236	12164	12039.7	0	0
NM_001168238	11855	11730.7	0	0
NM_001168239	11568	11443.7	63.3087	0.574783
NM_000016	2603	2478.69	267.744	11.2229
NM_001127328	2615	2490.69	13.2557	0.552955
NM_030649	3759	3634.69	120	3.43021
NM_022735	3565	3440.69	111	3.35185
NM_032360	1616	1491.69	410	28.557
NM_147161	3181	3056.69	43.4771	1.4778
NM_015547	2015	1890.69	10.6361	0.584477
NM_181865	1430	1305.69	81.6091	6.4939
NM_181866	1414	1289.69	884.772	71.2776
NM_181864	1625	1500.69	0	0
NM_007274	1805	1680.69	425.545	26.3066
NM_016361	1808	1683.69	78	4.81326
NM_001100	1492	1367.69	75.0204	5.699
NR_024438	1983	1858.69	2.00004	0.111799
NM_030812	1861	1736.69	0	0
NM_001103	4528	4403.69	0	0
NM_080431	1422	1297.69	2	0.160128
NM_207191	2764	2639.69	0	0
NM_001261464	2864	2739.69	5.77407	0.218972
NM_207197	2981	2856.69	44.1733	1.60659
NM_001261465	2836	2711.69	0	0
NM_207195	2906	2781.69	23.497	0.877628
NR_048579	3048	2923.69	1.00352e-06	3.56618e-08
NM_207194	2909	2784.69	43.1338	1.60934
NM_207196	2978	2853.69	0	0
NR_048578	3123	2998.69	52.52	1.8197
NM_001261466	2226	2101.69	1.94397	0.0961009
NM_003815	2834	2709.69	0	0
NR_048577	3120	2995.69	22.9578	0.796234
NM_021794	2992	2867.69	0	0
NM_005099	4332	4207.69	58.7152	1.44982
NM_025008	2893	2768.69	0.649796	0.0243843
NM_019032	4201	4076.69	9.3502	0.238298
NM_001025107	6540	6415.69	707.704	11.4608
NM_015840	6593	6468.69	111.723	1.79446
NM_001193495	6709	6584.69	487.696	7.69522
NM_015841	6536	6411.69	140.727	2.2804
NM_001111	6671	6546.69	2.00739	0.0318579
NM_052998	2182	2057.69	5	0.252463
NM_020247	2924	2799.69	165	6.12323
NM_018417	5421	5296.69	0	0
NM_001167749	4966	4841.69	2	0.042918
NR_046083	2128	2003.69	48.5752	2.51878
NM_015999	2175	2050.69	633.425	32.0924
NM_000674	2919	2794.69	2	0.0743538
NM_001048230	2764	2639.69	0	0
NM_000677	2245	2120.69	0	0
NM_020683	2150	2025.69	0	0
NM_001081976	1163	1038.69	0	0
NM_017825	1691	1566.69	528	35.0153
NM_001126	2782	2657.69	507	19.8203
NM_032785	2988	2863.69	3.27365	0.118772
NM_000646	7182	7057.69	9.26559	0.136401
NM_000028	7449	7324.69	0	0
NM_000643	7169	7044.69	0	0
NM_000644	7109	6984.69	0	0
NM_000642	7371	7246.69	45.7344	0.655708
NM_000645	7182	7057.69	0	0
NM_024758	3154	3029.69	149.528	5.12779
NM_012199	7478	7353.69	458	6.47093
